STATION,NAME,DATE,PRCP,PRCP_ATTRIBUTES
USW00013958,"AUSTIN CAMP MABRY, TX US",2015-04,58.7,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2015-05,446.7,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2015-06,225.8,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2015-07,0,",T,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2015-08,8.9,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2015-09,48.1,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2015-10,301,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2015-11,95,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2015-12,76.2,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2016-01,8.7,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2016-02,34.1,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2016-03,89.3,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2016-04,180.8,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2016-05,181.9,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2016-06,66.2,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2016-07,49.2,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2016-08,176,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2016-09,53.3,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2016-10,4.3,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2016-11,79,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2016-12,64.6,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2017-01,105,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2017-02,53,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2017-03,63.1,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2017-04,31,",,,W"
USW00013958,"AUSTIN CAMP MABRY, TX US",2017-05,72.6,",,,W"
