WATERSHED,SAMPLE_DATE,SITE_NAME,SITE_TYPE,MEDIUM,PARAM_TYPE,PARAMETER,QUALIFIER,RESULT,UNIT,FILTER,SAMPLE_ID,SAMPLE_SITE_NO,DEPTH_IN_METERS,METHOD,QC_FLAG,PROJECT,Location,DATA_REF_NO,LAT_DD_WGS84,LON_DD_WGS84,SAMPLE_REF_NO,TIME_NULL,QC_TYPE
Barton Creek,2/12/92 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,2.9,NTU,Total,BS-12FEB2-1,35,,UNKNOWN,S,Water Quality Miscellaneous,"(30.2635351223695, -97.7709796798271)",561122,30.26353512,-97.77097968,71342,TRUE,
Barton Creek,11/6/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.71,NTU,Total,,35,,HACH,U,Groundwater,"(30.2635351223695, -97.7709796798271)",447199,30.26353512,-97.77097968,69470,TRUE,
Barton Creek,10/11/91 0:00,Barton Spring,Spring,Surface Water,Clarity,TURBIDITY,,3,NTU,Total,,35,,HACH 16800,U,Water Watch Dog,"(30.2635351223695, -97.7709796798271)",1052751,30.26353512,-97.77097968,67680,TRUE,
Barton Creek,10/9/91 15:20,Barton Creek Downstream of Lost Creek Blvd,Stream,Surface Water,Clarity,TURBIDITY,,2.4,NTU,Total,,51,,HACH 16800,U,Barton Creek Pool Study,"(30.2730736469462, -97.8432343429509)",19100,30.27307365,-97.84323434,2438,FALSE,
Barton Creek,10/9/91 15:00,Barton Creek @ Leif Johnson Pool,Stream,Surface Water,Clarity,TURBIDITY,,2.7,NTU,Total,,50,,HACH 16800,U,Barton Creek Pool Study,"(30.2913642199493, -97.8492467053898)",18969,30.29136422,-97.84924671,2424,FALSE,
Barton Creek,10/9/91 14:30,Barton Creek @ Ogletree Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.36,NTU,Total,,49,,HACH 16800,U,Barton Creek Pool Study,"(30.3022731006164, -97.868544391745)",18846,30.3022731,-97.86854439,2461,FALSE,
Barton Creek,10/9/91 14:00,Barton Creek @ Paisano Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.45,NTU,Total,,47,,HACH 16800,U,Barton Creek Pool Study,"(30.2787762970014, -97.9428120293129)",18582,30.2787763,-97.94281203,2486,FALSE,
Barton Creek,10/9/91 13:20,Barton Creek @ Hwy 71 Downstream of Little Barton,Stream,Surface Water,Clarity,TURBIDITY,,0.37,NTU,Total,,48,,HACH 16800,U,Barton Creek Pool Study,"(30.2962292409524, -97.9260928438428)",19582,30.29622924,-97.92609284,2449,FALSE,
Barton Creek,12/9/93 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.32,NTU,Total,BS-09DEC3-1,35,,UNKNOWN,U,Water Quality Miscellaneous,"(30.2635351223695, -97.7709796798271)",560785,30.26353512,-97.77097968,70957,TRUE,
Barton Creek,10/9/91 12:00,Barton Creek @ Shield Ranch Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.38,NTU,Total,,46,,HACH 16800,U,Barton Creek Pool Study,"(30.2697854884719, -97.9735087865863)",18454,30.26978549,-97.97350879,2475,FALSE,
Barton Creek,10/9/91 11:15,Barton Creek @ Fitzhugh Pool,Stream,Surface Water,Clarity,TURBIDITY,,1.2,NTU,Total,,45,,HACH 16800,U,Barton Creek Pool Study,"(30.2428251119635, -98.0112817019004)",19528,30.24282511,-98.0112817,2510,FALSE,
Barton Creek,10/9/91 10:40,Barton Creek @ Stark Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.4,NTU,Total,,44,,HACH 16800,U,Barton Creek Pool Study,"(30.2449221264486, -98.1256944853527)",18200,30.24492213,-98.12569449,2496,FALSE,
Barton Creek,11/8/93 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.46,NTU,Total,BS-8NOV3-1,35,,UNKNOWN,U,Water Quality Miscellaneous,"(30.2635351223695, -97.7709796798271)",702596,30.26353512,-97.77097968,70974,TRUE,
Barton Creek,11/4/93 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.67,NTU,Total,BS-4NOV3-1,35,,UNKNOWN,U,Water Quality Miscellaneous,"(30.2635351223695, -97.7709796798271)",702601,30.26353512,-97.77097968,70976,TRUE,
Barton Creek,9/13/91 0:00,Barton Creek Upstream of Barton Spring Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.85,NTU,Total,,53,,HACH 16800,U,Water Watch Dog,"(30.2636372560231, -97.7730328352912)",557244,30.26363726,-97.77303284,67707,TRUE,
Barton Creek,9/13/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.62,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438258,30.26353512,-97.77097968,65734,TRUE,
Barton Creek,9/11/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.78,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438250,30.26353512,-97.77097968,65733,TRUE,
Barton Creek,9/9/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.9,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438242,30.26353512,-97.77097968,65729,TRUE,
Barton Creek,9/8/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.93,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438233,30.26353512,-97.77097968,65726,TRUE,
Barton Creek,9/7/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.7,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438224,30.26353512,-97.77097968,65723,TRUE,
Barton Creek,9/6/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,1.8,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438215,30.26353512,-97.77097968,65720,TRUE,
Barton Creek,9/5/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,1.5,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438206,30.26353512,-97.77097968,65718,TRUE,
Barton Creek,9/4/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,1.7,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438197,30.26353512,-97.77097968,65716,TRUE,
Barton Creek,9/3/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,3.1,NTU,Total,,35,,UNKNOWN,S,Groundwater,"(30.2635351223695, -97.7709796798271)",438187,30.26353512,-97.77097968,65713,TRUE,
Barton Creek,9/2/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.43,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438177,30.26353512,-97.77097968,65708,TRUE,
Barton Creek,8/30/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.63,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438168,30.26353512,-97.77097968,65706,TRUE,
Barton Creek,8/28/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.68,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438159,30.26353512,-97.77097968,65704,TRUE,
Barton Creek,8/26/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.38,NTU,Total,,35,,UNKNOWN,S,Groundwater,"(30.2635351223695, -97.7709796798271)",438150,30.26353512,-97.77097968,65702,TRUE,
Barton Creek,8/23/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.48,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438141,30.26353512,-97.77097968,65699,TRUE,
Barton Creek,8/21/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.93,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438133,30.26353512,-97.77097968,65695,TRUE,
Barton Creek,8/20/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.85,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438125,30.26353512,-97.77097968,65692,TRUE,
Barton Creek,8/19/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,1.1,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438117,30.26353512,-97.77097968,65690,TRUE,
Barton Creek,8/18/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.95,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438109,30.26353512,-97.77097968,65688,TRUE,
Barton Creek,8/17/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,1.01,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438101,30.26353512,-97.77097968,65685,TRUE,
Barton Creek,8/16/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,2.6,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438092,30.26353512,-97.77097968,65679,TRUE,
Barton Creek,8/14/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.58,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438082,30.26353512,-97.77097968,65676,TRUE,
Barton Creek,8/12/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.52,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438074,30.26353512,-97.77097968,65674,TRUE,
Barton Creek,8/9/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.57,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438064,30.26353512,-97.77097968,65670,TRUE,
Barton Creek,8/7/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.56,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438052,30.26353512,-97.77097968,65667,TRUE,
Barton Creek,8/5/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.55,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438042,30.26353512,-97.77097968,65666,TRUE,
Barton Creek,8/4/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.68,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438032,30.26353512,-97.77097968,65665,TRUE,
Barton Creek,8/3/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.95,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438023,30.26353512,-97.77097968,65664,TRUE,
Barton Creek,8/2/91 0:00,Barton Creek Upstream of Barton Spring Pool,Stream,Surface Water,Clarity,TURBIDITY,,1.2,NTU,Total,,53,,HACH 16800,U,Water Watch Dog,"(30.2636372560231, -97.7730328352912)",695912,30.26363726,-97.77303284,67725,TRUE,
Barton Creek,8/2/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.8,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438013,30.26353512,-97.77097968,65663,TRUE,
Barton Creek,8/2/91 0:00,Barton Spring,Spring,Surface Water,Clarity,TURBIDITY,,0.8,NTU,Total,,35,,HACH 16800,U,Water Watch Dog,"(30.2635351223695, -97.7709796798271)",1028552,30.26353512,-97.77097968,67679,TRUE,
Barton Creek,8/1/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.7,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438003,30.26353512,-97.77097968,65662,TRUE,
Barton Creek,7/31/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.7,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",437993,30.26353512,-97.77097968,65661,TRUE,
Barton Creek,7/30/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,1.2,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",437983,30.26353512,-97.77097968,65660,TRUE,
Barton Creek,7/29/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.7,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",437973,30.26353512,-97.77097968,65659,TRUE,
Barton Creek,7/26/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.6,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",437964,30.26353512,-97.77097968,65658,TRUE,
Barton Creek,7/24/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.64,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",437954,30.26353512,-97.77097968,65657,TRUE,
Barton Creek,7/19/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.62,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",437934,30.26353512,-97.77097968,65655,TRUE,
Barton Creek,7/17/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.52,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",437924,30.26353512,-97.77097968,65654,TRUE,
Barton Creek,7/15/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.55,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",437914,30.26353512,-97.77097968,65653,TRUE,
Barton Creek,7/12/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,<,1,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",437904,30.26353512,-97.77097968,65652,TRUE,
Barton Creek,7/10/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,<,1,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",437894,30.26353512,-97.77097968,65651,TRUE,
Barton Creek,7/9/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,<,1,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",437884,30.26353512,-97.77097968,65650,TRUE,
Barton Creek,7/5/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,<,1,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",437864,30.26353512,-97.77097968,65648,TRUE,
Barton Creek,7/4/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,1.2,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",437855,30.26353512,-97.77097968,65647,TRUE,
Barton Creek,7/1/91 0:00,Barton Creek Upstream of Barton Spring Pool,Stream,Surface Water,Clarity,TURBIDITY,,2.1,NTU,Total,,53,,HACH 16800,U,Water Watch Dog,"(30.2636372560231, -97.7730328352912)",1052957,30.26363726,-97.77303284,67686,TRUE,
Barton Creek,7/1/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,<,1,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",437842,30.26353512,-97.77097968,65645,TRUE,
Barton Creek,7/1/91 0:00,Barton Spring,Spring,Surface Water,Clarity,TURBIDITY,,2.5,NTU,Total,,35,,HACH 16800,U,Water Watch Dog,"(30.2635351223695, -97.7709796798271)",557206,30.26353512,-97.77097968,67678,TRUE,
Barton Creek,6/25/91 17:30,Barton Creek @ Recharge Pool,Stream,Surface Water,Clarity,TURBIDITY,,3,NTU,Total,,52,,HACH 16800,U,Barton Creek Pool Study,"(30.2677173018848, -97.823842120071)",19223,30.2677173,-97.82384212,2524,FALSE,
Barton Creek,6/25/91 16:15,Barton Creek @ Leif Johnson Pool,Stream,Surface Water,Clarity,TURBIDITY,,7.6,NTU,Total,,50,,HACH 16800,S,Barton Creek Pool Study,"(30.2913642199493, -97.8492467053898)",18962,30.29136422,-97.84924671,2423,FALSE,
Barton Creek,6/25/91 15:45,Barton Creek @ Ogletree Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.43,NTU,Total,,49,,HACH 16800,U,Barton Creek Pool Study,"(30.3022731006164, -97.868544391745)",18841,30.3022731,-97.86854439,2460,FALSE,
Barton Creek,6/25/91 14:00,Barton Creek @ Paisano Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.38,NTU,Total,,47,,HACH 16800,U,Barton Creek Pool Study,"(30.2787762970014, -97.9428120293129)",18574,30.2787763,-97.94281203,2485,FALSE,
Barton Creek,6/25/91 13:00,Barton Creek @ Hwy 71 Downstream of Little Barton,Stream,Surface Water,Clarity,TURBIDITY,,0.73,NTU,Total,,48,,HACH 16800,U,Barton Creek Pool Study,"(30.2962292409524, -97.9260928438428)",18706,30.29622924,-97.92609284,2448,FALSE,
Barton Creek,6/25/91 12:01,Barton Creek @ Shield Ranch Pool,Stream,Surface Water,Clarity,TURBIDITY,,1.1,NTU,Total,,46,,HACH 16800,U,Barton Creek Pool Study,"(30.2697854884719, -97.9735087865863)",18447,30.26978549,-97.97350879,2474,FALSE,
Barton Creek,6/25/91 11:30,Barton Creek @ Fitzhugh Pool,Stream,Surface Water,Clarity,TURBIDITY,,1.8,NTU,Total,,45,,HACH 16800,U,Barton Creek Pool Study,"(30.2428251119635, -98.0112817019004)",18321,30.24282511,-98.0112817,2509,FALSE,
Barton Creek,6/25/91 10:30,Barton Creek @ Stark Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.7,NTU,Total,,44,,HACH 16800,U,Barton Creek Pool Study,"(30.2449221264486, -98.1256944853527)",18193,30.24492213,-98.12569449,2495,FALSE,
Barton Creek,6/11/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,2.1,NTU,Total,,35,,UNKNOWN,U,Groundwater,"(30.2635351223695, -97.7709796798271)",404825,30.26353512,-97.77097968,42660,TRUE,
Barton Creek,6/11/91 0:00,Upper Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,2.2,NTU,Total,,183,,UNKNOWN,U,Groundwater,"(30.2635944614644, -97.7737817041223)",404833,30.26359446,-97.7737817,42661,TRUE,
Barton Creek,6/3/91 0:00,Barton Creek @ Fitzhugh Pool,Stream,Surface Water,Clarity,TURBIDITY,,2,NTU,Total,,45,,HACH 16800,U,Barton Creek Pool Study,"(30.2428251119635, -98.0112817019004)",397365,30.24282511,-98.0112817,2508,TRUE,
Barton Creek,6/3/91 0:00,Barton Creek @ Hwy 71 Downstream of Little Barton,Stream,Surface Water,Clarity,TURBIDITY,<,1,NTU,Total,,48,,HACH 16800,U,Barton Creek Pool Study,"(30.2962292409524, -97.9260928438428)",18700,30.29622924,-97.92609284,2447,TRUE,
Barton Creek,6/3/91 0:00,Barton Creek @ Stark Pool,Stream,Surface Water,Clarity,TURBIDITY,,1.3,NTU,Total,,44,,HACH 16800,U,Barton Creek Pool Study,"(30.2449221264486, -98.1256944853527)",69175,30.24492213,-98.12569449,2665,TRUE,
Barton Creek,6/3/91 0:00,Barton Creek Downstream of Lost Creek Blvd,Stream,Surface Water,Clarity,TURBIDITY,,2.8,NTU,Total,,51,,HACH 16800,U,Barton Creek Pool Study,"(30.2730736469462, -97.8432343429509)",397366,30.27307365,-97.84323434,2660,TRUE,
Barton Creek,6/1/91 0:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0.71,NTU,Total,,35,,HACH,U,Groundwater,"(30.2635351223695, -97.7709796798271)",438735,30.26353512,-97.77097968,65792,TRUE,
Barton Creek,5/23/91 0:00,Backdoor Spring,Spring,Ground Water,Clarity,TURBIDITY,<,1,NTU,Total,,160,,UNKNOWN,U,Groundwater,"(30.2594932474744, -97.8237008852486)",404808,30.25949325,-97.82370089,42657,TRUE,
Barton Creek,5/20/91 0:00,Barton Creek @ Fitzhugh Pool,Stream,Surface Water,Clarity,TURBIDITY,,3,NTU,Total,,45,,HYDROLAB,U,Barton Creek Pool Study,"(30.2428251119635, -98.0112817019004)",18315,30.24282511,-98.0112817,2507,TRUE,
Barton Creek,5/20/91 0:00,Barton Creek @ Hwy 71 Downstream of Little Barton,Stream,Surface Water,Clarity,TURBIDITY,<,1,NTU,Total,,48,,HACH 16800,U,Barton Creek Pool Study,"(30.2962292409524, -97.9260928438428)",18694,30.29622924,-97.92609284,2446,TRUE,
Barton Creek,5/20/91 0:00,Barton Creek @ Stark Pool,Stream,Surface Water,Clarity,TURBIDITY,<,1,NTU,Total,,44,,HACH 16800,U,Barton Creek Pool Study,"(30.2449221264486, -98.1256944853527)",69174,30.24492213,-98.12569449,2494,TRUE,
Barton Creek,5/18/91 0:00,Backdoor Spring,Spring,Ground Water,Clarity,TURBIDITY,<,1,NTU,Total,,160,,UNKNOWN,U,Groundwater,"(30.2594932474744, -97.8237008852486)",404814,30.25949325,-97.82370089,42658,TRUE,
Barton Creek,3/25/91 17:00,Barton Creek @ Recharge Pool,Stream,Surface Water,Clarity,TURBIDITY,,1.5,NTU,Total,,52,,HACH 16800,U,Barton Creek Pool Study,"(30.2677173018848, -97.823842120071)",19211,30.2677173,-97.82384212,2523,FALSE,
Barton Creek,3/25/91 16:00,Barton Creek Downstream of Lost Creek Blvd,Stream,Surface Water,Clarity,TURBIDITY,,2.9,NTU,Total,,51,,HACH 16800,U,Barton Creek Pool Study,"(30.2730736469462, -97.8432343429509)",19075,30.27307365,-97.84323434,2435,FALSE,
Barton Creek,3/25/91 15:24,Barton Creek @ Leif Johnson Pool,Stream,Surface Water,Clarity,TURBIDITY,,2.4,NTU,Total,,50,,HACH 16800,U,Barton Creek Pool Study,"(30.2913642199493, -97.8492467053898)",19597,30.29136422,-97.84924671,2422,FALSE,
Barton Creek,3/25/91 14:55,Barton Creek @ Ogletree Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.75,NTU,Total,,49,,HACH 16800,U,Barton Creek Pool Study,"(30.3022731006164, -97.868544391745)",18829,30.3022731,-97.86854439,2459,FALSE,
Barton Creek,3/25/91 14:15,Barton Creek @ Hwy 71 Downstream of Little Barton,Stream,Surface Water,Clarity,TURBIDITY,,0.54,NTU,Total,,48,,HACH 16800,U,Barton Creek Pool Study,"(30.2962292409524, -97.9260928438428)",18685,30.29622924,-97.92609284,2445,FALSE,
Barton Creek,3/25/91 13:23,Barton Creek @ Shield Ranch Pool,Stream,Surface Water,Clarity,TURBIDITY,,1.5,NTU,Total,,46,,HACH 16800,U,Barton Creek Pool Study,"(30.2697854884719, -97.9735087865863)",19562,30.26978549,-97.97350879,2473,FALSE,
Barton Creek,3/25/91 11:41,Barton Creek @ Paisano Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.53,NTU,Total,,47,,HACH 16800,U,Barton Creek Pool Study,"(30.2787762970014, -97.9428120293129)",18562,30.2787763,-97.94281203,2484,FALSE,
Barton Creek,3/25/91 11:00,Barton Creek @ Fitzhugh Pool,Stream,Surface Water,Clarity,TURBIDITY,,1.7,NTU,Total,,45,,HACH 16800,U,Barton Creek Pool Study,"(30.2428251119635, -98.0112817019004)",18302,30.24282511,-98.0112817,2506,FALSE,
Barton Creek,3/25/91 10:20,Barton Creek @ Stark Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.65,NTU,Total,,44,,HACH 16800,U,Barton Creek Pool Study,"(30.2449221264486, -98.1256944853527)",18175,30.24492213,-98.12569449,2493,FALSE,
Barton Creek,8/2/93 12:35,Barton Creek @ Fitzhugh Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.19,NTU,Total,,45,,HACH 16800,U,Barton Creek Pool Study,"(30.2428251119635, -98.0112817019004)",19529,30.24282511,-98.0112817,2468,FALSE,
Barton Creek,2/21/91 0:00,Leif Johnson Spring,Spring,Ground Water,Clarity,TURBIDITY,,1.9,NTU,Total,,104,,HACH 8237,U,Groundwater,"(30.2915518996001, -97.851552244186)",51366,30.2915519,-97.85155224,7038,TRUE,
Barton Creek,2/5/91 0:00,Leif Johnson Spring,Spring,Ground Water,Clarity,TURBIDITY,,6.6,NTU,Total,,104,,HACH 8237,U,Groundwater,"(30.2915518996001, -97.851552244186)",51361,30.2915519,-97.85155224,7037,TRUE,
Barton Creek,2/1/91 15:00,Barton Creek @ Leif Johnson Pool,Stream,Surface Water,Clarity,TURBIDITY,,1.5,NTU,Total,,50,,HACH 16800,U,Barton Creek Pool Study,"(30.2913642199493, -97.8492467053898)",19596,30.29136422,-97.84924671,2421,FALSE,
Barton Creek,2/1/91 11:00,Barton Creek @ Paisano Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.48,NTU,Total,,47,,HACH 16800,U,Barton Creek Pool Study,"(30.2787762970014, -97.9428120293129)",18554,30.2787763,-97.94281203,2483,FALSE,
Barton Creek,1/31/91 11:00,Barton Creek @ Recharge Pool,Stream,Surface Water,Clarity,TURBIDITY,,1.75,NTU,Total,,52,,HACH 16800,U,Barton Creek Pool Study,"(30.2677173018848, -97.823842120071)",19536,30.2677173,-97.82384212,2522,FALSE,
Barton Creek,1/29/91 15:00,Barton Creek @ Fitzhugh Pool,Stream,Surface Water,Clarity,TURBIDITY,,1.9,NTU,Total,,45,,HACH 16800,U,Barton Creek Pool Study,"(30.2428251119635, -98.0112817019004)",19527,30.24282511,-98.0112817,2505,FALSE,
Barton Creek,1/29/91 15:00,Barton Creek @ Ogletree Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.71,NTU,Total,,49,,HACH 16800,U,Barton Creek Pool Study,"(30.3022731006164, -97.868544391745)",18821,30.3022731,-97.86854439,2458,FALSE,
Barton Creek,1/29/91 13:15,Barton Creek @ Stark Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.62,NTU,Total,,44,,HACH 16800,U,Barton Creek Pool Study,"(30.2449221264486, -98.1256944853527)",18168,30.24492213,-98.12569449,2492,FALSE,
Barton Creek,1/28/91 15:00,Barton Creek Downstream of Lost Creek Blvd,Stream,Surface Water,Clarity,TURBIDITY,,2.3,NTU,Total,,51,,HACH 16800,U,Barton Creek Pool Study,"(30.2730736469462, -97.8432343429509)",19068,30.27307365,-97.84323434,2434,FALSE,
Barton Creek,1/28/91 11:00,Barton Creek @ Hwy 71 Downstream of Little Barton,Stream,Surface Water,Clarity,TURBIDITY,,0.6,NTU,Total,,48,,HACH 16800,U,Barton Creek Pool Study,"(30.2962292409524, -97.9260928438428)",18677,30.29622924,-97.92609284,2663,FALSE,
Barton Creek,12/20/90 0:00,Barton Creek @ Stark Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.56,NTU,Total,,44,,HACH 16800,U,Barton Creek Pool Study,"(30.2449221264486, -98.1256944853527)",18164,30.24492213,-98.12569449,2491,TRUE,
Barton Creek,12/19/90 0:00,Barton Creek @ Paisano Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.25,NTU,Total,,47,,HACH 16800,S,Barton Creek Pool Study,"(30.2787762970014, -97.9428120293129)",18550,30.2787763,-97.94281203,2482,TRUE,
