WATERSHED,SAMPLE_DATE,SITE_NAME,SITE_TYPE,MEDIUM,PARAM_TYPE,PARAMETER,QUALIFIER,RESULT,UNIT,FILTER,SAMPLE_ID,SAMPLE_SITE_NO,DEPTH_IN_METERS,METHOD,QC_FLAG,PROJECT,Location,DATA_REF_NO,LAT_DD_WGS84,LON_DD_WGS84,SAMPLE_REF_NO,TIME_NULL,QC_TYPE
Barton Creek,5/24/06 8:50,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,<,2,NTRU,Total,,35,,EPA 180.1,U,USGS Data,"(30.2635351223695, -97.7709796798271)",1179796,30.26353512,-97.77097968,297033,FALSE,
Barton Creek,1/14/15 12:32,Barton Creek @ Ogletree Pool,Stream,Surface Water,Clarity,TURBIDITY,,2.73,NTU,Total,,49,,Trilogy Fluorometer,R,Environmental Integrity Index (EII),"(30.3022731006164, -97.868544391745)",2429706,30.3022731,-97.86854439,480458,FALSE,
Barton Creek,1/14/15 11:36,Barton Creek @ Hwy 71 Downstream of Little Barton,Stream,Surface Water,Clarity,TURBIDITY,,1.32,NTU,Total,,48,,Trilogy Fluorometer,R,Environmental Integrity Index (EII),"(30.2962292409524, -97.9260928438428)",2429705,30.29622924,-97.92609284,480457,FALSE,
Barton Creek,6/26/13 14:35,Barton Creek Downstream of Lost Creek Blvd,Stream,Surface Water,Clarity,TURBIDITY,,0.95,NTU,Total,EBO @ Gillis,51,,Trilogy Fluorometer,U,Environmental Integrity Index (EII),"(30.2730736469462, -97.8432343429509)",2040043,30.27307365,-97.84323434,433239,FALSE,Field Replica
Barton Creek,6/26/13 14:05,Barton Creek Downstream of Lost Creek Blvd,Stream,Surface Water,Clarity,TURBIDITY,,1,NTU,Total,,51,,Trilogy Fluorometer,J,Environmental Integrity Index (EII),"(30.2730736469462, -97.8432343429509)",2040042,30.27307365,-97.84323434,433232,FALSE,
Barton Creek,6/26/13 13:15,Barton Creek @ Ogletree Pool,Stream,Surface Water,Clarity,TURBIDITY,,1.25,NTU,Total,,49,,Trilogy Fluorometer,U,Environmental Integrity Index (EII),"(30.3022731006164, -97.868544391745)",2040041,30.3022731,-97.86854439,433229,FALSE,
Barton Creek,6/26/13 12:40,Barton Creek @ Hwy 71 Downstream of Little Barton,Stream,Surface Water,Clarity,TURBIDITY,,0.75,NTU,Total,,48,,Trilogy Fluorometer,U,Environmental Integrity Index (EII),"(30.2962292409524, -97.9260928438428)",2040040,30.29622924,-97.92609284,433226,FALSE,
Barton Creek,6/26/13 12:20,Old Mill (Sunken Gardens) Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,422,,Quanta Probe,U,Barton Springs Quarterly,"(30.2635848609854, -97.7680757366172)",2040430,30.26358486,-97.76807574,433362,FALSE,
Barton Creek,6/26/13 11:50,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,35,,Quanta Probe,U,Barton Springs Quarterly,"(30.2635351223695, -97.7709796798271)",2040418,30.26353512,-97.77097968,433358,FALSE,
Barton Creek,6/26/13 11:45,Barton Creek @ Shield Ranch Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.01,NTU,Total,,46,,Trilogy Fluorometer,U,Environmental Integrity Index (EII),"(30.2697854884719, -97.9735087865863)",2040039,30.26978549,-97.97350879,433223,FALSE,
Barton Creek,6/26/13 11:40,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,860,,Quanta Probe,U,Barton Springs Quarterly,"(30.2640070647195, -97.7693825634433)",2040440,30.26400706,-97.76938256,433367,FALSE,
Barton Creek,6/26/13 11:20,Eliza Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,428,,Quanta Probe,U,Barton Springs Quarterly,"(30.2642461579302, -97.7700605859118)",2040435,30.26424616,-97.77006059,433364,FALSE,
Barton Creek,6/26/13 10:45,Barton Creek @ Stark Pool,Stream,Surface Water,Clarity,TURBIDITY,,3.3,NTU,Total,,44,,Trilogy Fluorometer,U,Environmental Integrity Index (EII),"(30.2449221264486, -98.1256944853527)",2040038,30.24492213,-98.12569449,433220,FALSE,
Barton Creek,6/26/13 9:00,Backdoor Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,160,,Quanta Probe,U,Barton Springs Quarterly,"(30.2594932474744, -97.8237008852486)",2040425,30.25949325,-97.82370089,433360,FALSE,
Barton Creek,6/26/13 8:30,Barton Creek Between Dams Upstream of Pool,Stream,Surface Water,Clarity,TURBIDITY,,1.14,NTU,Total,,879,,Trilogy Fluorometer,U,Environmental Integrity Index (EII),"(30.2636315522417, -97.7724721862967)",2041103,30.26363155,-97.77247219,433242,FALSE,
Barton Creek,5/23/13 12:30,Old Mill (Sunken Gardens) Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,422,,HYDROLAB,U,Barton Springs TPDES,"(30.2635848609854, -97.7680757366172)",2178160,30.26358486,-97.76807574,434034,FALSE,
Barton Creek,5/23/13 11:00,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0.2,NTU,Total,,860,,HYDROLAB,U,Barton Springs TPDES,"(30.2640070647195, -97.7693825634433)",2178172,30.26400706,-97.76938256,434038,FALSE,
Barton Creek,5/23/13 10:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,35,,HYDROLAB,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",2178149,30.26353512,-97.77097968,434032,FALSE,
Barton Creek,4/24/13 13:40,Barton Creek Downstream of Lost Creek Blvd,Stream,Surface Water,Clarity,TURBIDITY,,1.1,NTU,Total,,51,,Trilogy Fluorometer,R,Environmental Integrity Index (EII),"(30.2730736469462, -97.8432343429509)",2295749,30.27307365,-97.84323434,427462,FALSE,
Barton Creek,4/24/13 13:00,Barton Creek @ Ogletree Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.51,NTU,Total,,49,,Trilogy Fluorometer,R,Environmental Integrity Index (EII),"(30.3022731006164, -97.868544391745)",2296150,30.3022731,-97.86854439,427459,FALSE,
Barton Creek,4/24/13 12:30,Barton Creek @ Hwy 71 Downstream of Little Barton,Stream,Surface Water,Clarity,TURBIDITY,,0.66,NTU,Total,,48,,Trilogy Fluorometer,R,Environmental Integrity Index (EII),"(30.2962292409524, -97.9260928438428)",2289738,30.29622924,-97.92609284,427456,FALSE,
Barton Creek,4/24/13 12:00,Barton Creek @ Shield Ranch Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.17,NTU,Total,280 EBO Gillis,46,,Trilogy Fluorometer,R,Environmental Integrity Index (EII),"(30.2697854884719, -97.9735087865863)",2295743,30.26978549,-97.97350879,427466,FALSE,Field Replica
Barton Creek,4/24/13 11:45,Barton Creek @ Shield Ranch Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.31,NTU,Total,,46,,Trilogy Fluorometer,R,Environmental Integrity Index (EII),"(30.2697854884719, -97.9735087865863)",2290409,30.26978549,-97.97350879,427453,FALSE,
Barton Creek,4/24/13 10:45,Barton Creek @ Stark Pool,Stream,Surface Water,Clarity,TURBIDITY,,1.93,NTU,Total,,44,,Trilogy Fluorometer,R,Environmental Integrity Index (EII),"(30.2449221264486, -98.1256944853527)",2290416,30.24492213,-98.12569449,427450,FALSE,
Barton Creek,1/22/13 13:30,Barton Creek Downstream of Lost Creek Blvd,Stream,Surface Water,Clarity,TURBIDITY,,0.39,NTU,Total,,51,,Trilogy Fluorometer,J,Environmental Integrity Index (EII),"(30.2730736469462, -97.8432343429509)",1994200,30.27307365,-97.84323434,391526,FALSE,
Barton Creek,1/22/13 12:45,Barton Creek @ Ogletree Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.36,NTU,Total,,49,,Trilogy Fluorometer,J,Environmental Integrity Index (EII),"(30.3022731006164, -97.868544391745)",1994199,30.3022731,-97.86854439,391523,FALSE,
Barton Creek,1/22/13 12:00,Barton Creek @ Hwy 71 Downstream of Little Barton,Stream,Surface Water,Clarity,TURBIDITY,,0.57,NTU,Total,,48,,Trilogy Fluorometer,U,Environmental Integrity Index (EII),"(30.2962292409524, -97.9260928438428)",1994198,30.29622924,-97.92609284,391520,FALSE,
Barton Creek,1/22/13 11:30,Barton Creek @ Shield Ranch Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.29,NTU,Total,280-East Bouldin @ Gillis Park,46,,Trilogy Fluorometer,J,Environmental Integrity Index (EII),"(30.2697854884719, -97.9735087865863)",1994266,30.26978549,-97.97350879,391532,FALSE,Field Replica
Barton Creek,1/22/13 11:15,Barton Creek @ Shield Ranch Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.14,NTU,Total,,46,,Trilogy Fluorometer,J,Environmental Integrity Index (EII),"(30.2697854884719, -97.9735087865863)",1994197,30.26978549,-97.97350879,391517,FALSE,
Barton Creek,1/22/13 10:20,Barton Creek @ Stark Pool,Stream,Surface Water,Clarity,TURBIDITY,,1.37,NTU,Total,,44,,Trilogy Fluorometer,U,Environmental Integrity Index (EII),"(30.2449221264486, -98.1256944853527)",1995389,30.24492213,-98.12569449,391514,FALSE,
Barton Creek,11/1/12 14:45,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,860,,Quanta Probe,U,Barton Springs TPDES,"(30.2640070647195, -97.7693825634433)",1996637,30.26400706,-97.76938256,392521,FALSE,
Barton Creek,11/1/12 14:30,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,35,,Quanta Probe,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",1996561,30.26353512,-97.77097968,392520,FALSE,
Barton Creek,10/25/12 9:25,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,860,,HYDROLAB,U,Barton Springs TPDES,"(30.2640070647195, -97.7693825634433)",1965747,30.26400706,-97.76938256,389903,FALSE,
Barton Creek,10/25/12 9:10,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,35,,HYDROLAB,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",1966867,30.26353512,-97.77097968,389902,FALSE,
Barton Creek,8/22/12 13:30,Old Mill (Sunken Gardens) Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,422,,Quanta Probe,U,Barton Springs Quarterly,"(30.2635848609854, -97.7680757366172)",1957734,30.26358486,-97.76807574,386931,FALSE,
Barton Creek,8/22/12 13:00,Upper Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,183,,Quanta Probe,U,Barton Springs Quarterly,"(30.2635944614644, -97.7737817041223)",1957729,30.26359446,-97.7737817,386929,FALSE,
Barton Creek,8/22/12 12:40,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,860,,Quanta Probe,U,Barton Springs Quarterly,"(30.2640070647195, -97.7693825634433)",1957800,30.26400706,-97.76938256,386936,FALSE,
Barton Creek,8/22/12 12:15,Eliza Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,428,,Quanta Probe,U,Barton Springs Quarterly,"(30.2642461579302, -97.7700605859118)",1957770,30.26424616,-97.77006059,386933,FALSE,
Barton Creek,8/22/12 9:47,Backdoor Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,160,,Quanta Probe,U,Barton Springs Quarterly,"(30.2594932474744, -97.8237008852486)",1957695,30.25949325,-97.82370089,386927,FALSE,
Barton Creek,8/8/12 15:35,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,860-BARTON SPRINGS DOWNSTREAM DAM,860,,Quanta Probe,U,Barton Springs TPDES,"(30.2640070647195, -97.7693825634433)",1958731,30.26400706,-97.76938256,386921,FALSE,
Barton Creek,5/23/13 11:30,Eliza Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,428,,HYDROLAB,U,Barton Springs TPDES,"(30.2642461579302, -97.7700605859118)",2178166,30.26424616,-97.77006059,434036,FALSE,
Barton Creek,7/25/12 13:45,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,30.7,NTU,Total,,860,,Quanta Probe,U,Barton Springs TPDES,"(30.2640070647195, -97.7693825634433)",1943771,30.26400706,-97.76938256,385976,FALSE,
Barton Creek,7/25/12 13:30,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,21.8,NTU,Total,,35,,Quanta Probe,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",1943766,30.26353512,-97.77097968,385974,FALSE,
Barton Creek,6/13/12 10:55,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,1.8,NTU,Total,35-Barton Springs,35,,Quanta Probe,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",1958953,30.26353512,-97.77097968,386909,FALSE,
Barton Creek,6/13/12 10:45,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,1.3,NTU,Total,860-Barton Springs Downstream Dam,860,,Quanta Probe,U,Barton Springs TPDES,"(30.2640070647195, -97.7693825634433)",1958057,30.26400706,-97.76938256,386910,FALSE,
Barton Creek,4/4/12 9:30,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,20,NTU,Total,35-Barton Springs,35,,Quanta Probe,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",1958105,30.26353512,-97.77097968,386911,FALSE,
Barton Creek,4/4/12 8:45,Eliza Spring,Spring,Ground Water,Clarity,TURBIDITY,,20,NTU,Total,428-Eliza Springs,428,,Quanta Probe,U,Barton Springs TPDES,"(30.2642461579302, -97.7700605859118)",1958274,30.26424616,-97.77006059,386913,FALSE,
Barton Creek,3/28/12 9:45,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,35,,Quanta Probe,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",1911117,30.26353512,-97.77097968,384221,FALSE,
Barton Creek,3/28/12 9:34,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,860,,Quanta Probe,U,Barton Springs TPDES,"(30.2640070647195, -97.7693825634433)",1911126,30.26400706,-97.76938256,384223,FALSE,
Barton Creek,3/5/12 12:15,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,860,,HYDROLAB,U,Barton Springs TPDES,"(30.2640070647195, -97.7693825634433)",1914139,30.26400706,-97.76938256,384301,FALSE,
Barton Creek,3/5/12 12:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,1.4,NTU,Total,,35,,HYDROLAB,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",1914133,30.26353512,-97.77097968,384300,FALSE,
Barton Creek,8/22/12 12:30,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,35,,Quanta Probe,U,Barton Springs Quarterly,"(30.2635351223695, -97.7709796798271)",1957661,30.26353512,-97.77097968,386925,FALSE,
Barton Creek,8/8/12 15:20,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,35-BARTON SPRINGS,35,,Quanta Probe,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",1958668,30.26353512,-97.77097968,386920,FALSE,
Barton Creek,10/26/11 15:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,35,,Quanta Probe,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",1876850,30.26353512,-97.77097968,371646,FALSE,
Barton Creek,9/21/11 11:45,Barton Creek @ Hwy 71 Downstream of Little Barton,Stream,Surface Water,Clarity,TURBIDITY,,0.68,NTU,Total,280 EBO at Gillis,48,,Trilogy Fluorometer,R,Environmental Integrity Index (EII),"(30.2962292409524, -97.9260928438428)",1824825,30.29622924,-97.92609284,363342,FALSE,Field Replica
Barton Creek,9/21/11 11:45,Barton Creek @ Hwy 71 Downstream of Little Barton,Stream,Surface Water,Clarity,TURBIDITY,,4.89,NTU,Total,,48,,Trilogy Fluorometer,R,Environmental Integrity Index (EII),"(30.2962292409524, -97.9260928438428)",1833228,30.29622924,-97.92609284,363205,FALSE,
Barton Creek,9/7/11 10:10,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,35,,Quanta Probe,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",1783225,30.26353512,-97.77097968,362854,FALSE,
Barton Creek,9/7/11 10:00,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,860,,Quanta Probe,U,Barton Springs TPDES,"(30.2640070647195, -97.7693825634433)",1783231,30.26400706,-97.76938256,362856,FALSE,
Barton Creek,8/24/11 10:15,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,860,,Quanta Probe,U,Barton Springs TPDES,"(30.2640070647195, -97.7693825634433)",1828004,30.26400706,-97.76938256,362767,FALSE,
Barton Creek,8/24/11 9:30,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,35,,Quanta Probe,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",1828201,30.26353512,-97.77097968,362765,FALSE,
Barton Creek,7/27/11 9:10,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,35,,Quanta Probe,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",1782404,30.26353512,-97.77097968,362631,FALSE,
Barton Creek,7/27/11 9:00,Barton Springs Pool site BSP-9,Sediment,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,2819,,Quanta Probe,U,Barton Springs Algae,"(30.2637927863172, -97.7707696638517)",1826550,30.26379279,-97.77076966,362697,FALSE,
Barton Creek,7/27/11 8:45,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,860,,Quanta Probe,U,Barton Springs TPDES,"(30.2640070647195, -97.7693825634433)",1827417,30.26400706,-97.76938256,362633,FALSE,
Barton Creek,7/27/11 8:25,Barton Springs Pool @ Shallow End,Sediment,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,2514,,Quanta Probe,U,Barton Springs Algae,"(30.263496776167, -97.7719212983408)",1826276,30.26349678,-97.7719213,362698,FALSE,
Barton Creek,7/20/11 11:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,35,,Quanta Probe,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",1825087,30.26353512,-97.77097968,362618,FALSE,
Barton Creek,7/20/11 10:50,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,860,,Quanta Probe,U,Barton Springs TPDES,"(30.2640070647195, -97.7693825634433)",1824802,30.26400706,-97.76938256,362620,FALSE,
Barton Creek,6/27/11 11:30,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,860,,Quanta Probe,U,Barton Springs TPDES,"(30.2640070647195, -97.7693825634433)",1824573,30.26400706,-97.76938256,362732,FALSE,
Barton Creek,6/27/11 11:15,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,14.5,NTU,Total,,35,,Quanta Probe,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",1824790,30.26353512,-97.77097968,362731,FALSE,
Barton Creek,6/8/11 14:20,Old Mill (Sunken Gardens) Spring,Spring,Ground Water,Clarity,TURBIDITY,,1,NTU,Total,,422,,Quanta Probe,U,Barton Springs Quarterly,"(30.2635848609854, -97.7680757366172)",1825368,30.26358486,-97.76807574,362726,FALSE,
Barton Creek,6/8/11 13:55,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,860,,Quanta Probe,U,Barton Springs Quarterly,"(30.2640070647195, -97.7693825634433)",1825075,30.26400706,-97.76938256,362728,FALSE,
Barton Creek,6/8/11 13:30,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,35,,Quanta Probe,U,Barton Springs Quarterly,"(30.2635351223695, -97.7709796798271)",1825628,30.26353512,-97.77097968,362724,FALSE,
Barton Creek,6/8/11 13:00,Eliza Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,428,,Quanta Probe,U,Barton Springs Quarterly,"(30.2642461579302, -97.7700605859118)",1825081,30.26424616,-97.77006059,362727,FALSE,
Barton Creek,6/8/11 9:47,Backdoor Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,160,,Quanta Probe,U,Barton Springs Quarterly,"(30.2594932474744, -97.8237008852486)",1825375,30.25949325,-97.82370089,362725,FALSE,
Barton Creek,6/7/11 14:25,Barton Creek Downstream of Lost Creek Blvd,Stream,Surface Water,Clarity,TURBIDITY,,1.44,NTU,Total,EBO at Gillis,51,,Trilogy Fluorometer,U,Environmental Integrity Index (EII),"(30.2730736469462, -97.8432343429509)",1821520,30.27307365,-97.84323434,362192,FALSE,Field Replica
Barton Creek,6/7/11 14:15,Barton Creek Downstream of Lost Creek Blvd,Stream,Surface Water,Clarity,TURBIDITY,,24.07,NTU,Total,,51,,Trilogy Fluorometer,J,Environmental Integrity Index (EII),"(30.2730736469462, -97.8432343429509)",1821706,30.27307365,-97.84323434,362188,FALSE,
Barton Creek,6/7/11 13:35,Barton Creek @ Ogletree Pool,Stream,Surface Water,Clarity,TURBIDITY,,0.64,NTU,Total,,49,,Trilogy Fluorometer,U,Environmental Integrity Index (EII),"(30.3022731006164, -97.868544391745)",1821713,30.3022731,-97.86854439,362185,FALSE,
Barton Creek,6/7/11 13:03,Barton Creek @ Hwy 71 Downstream of Little Barton,Stream,Surface Water,Clarity,TURBIDITY,,0.83,NTU,Total,,48,,Trilogy Fluorometer,U,Environmental Integrity Index (EII),"(30.2962292409524, -97.9260928438428)",1821916,30.29622924,-97.92609284,362182,FALSE,
Barton Creek,6/7/11 11:40,Barton Creek @ Shield Ranch Pool,Stream,Surface Water,Clarity,TURBIDITY,,3.03,NTU,Total,,46,,Trilogy Fluorometer,U,Environmental Integrity Index (EII),"(30.2697854884719, -97.9735087865863)",1820569,30.26978549,-97.97350879,362179,FALSE,
Barton Creek,6/7/11 10:26,Barton Creek @ Stark Pool,Stream,Surface Water,Clarity,TURBIDITY,,4.74,NTU,Total,,44,,Trilogy Fluorometer,U,Environmental Integrity Index (EII),"(30.2449221264486, -98.1256944853527)",1822376,30.24492213,-98.12569449,362176,FALSE,
Barton Creek,6/7/11 9:35,Barton Creek Between Dams Upstream of Pool,Stream,Surface Water,Clarity,TURBIDITY,,18.96,NTU,Total,,879,,Trilogy Fluorometer,U,Environmental Integrity Index (EII),"(30.2636315522417, -97.7724721862967)",1821335,30.26363155,-97.77247219,362196,FALSE,
Barton Creek,5/18/11 11:55,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,35,,Quanta Probe,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",1780173,30.26353512,-97.77097968,361101,FALSE,
Barton Creek,5/18/11 11:30,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,860,,Quanta Probe,U,Barton Springs TPDES,"(30.2640070647195, -97.7693825634433)",1823143,30.26400706,-97.76938256,361103,FALSE,
Barton Creek,4/20/11 11:00,Old Mill (Sunken Gardens) Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,422,,Quanta Probe,U,Barton Springs Quarterly,"(30.2635848609854, -97.7680757366172)",1856701,30.26358486,-97.76807574,360647,FALSE,
Barton Creek,4/20/11 9:10,Eliza Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,428,,Quanta Probe,U,Barton Springs Quarterly,"(30.2642461579302, -97.7700605859118)",1856327,30.26424616,-97.77006059,360649,FALSE,
Barton Creek,4/20/11 8:50,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,35,,Quanta Probe,U,Barton Springs Quarterly,"(30.2635351223695, -97.7709796798271)",1854846,30.26353512,-97.77097968,360643,FALSE,
Barton Creek,4/20/11 8:45,Barton Springs Pool site BSP-9,Sediment,Ground Water,Clarity,TURBIDITY,R,0,NTU,Total,,2819,,Quanta Probe,U,Barton Springs Algae,"(30.2637927863172, -97.7707696638517)",1776702,30.26379279,-97.77076966,360656,FALSE,
Barton Creek,4/20/11 8:40,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,860,,Quanta Probe,U,Barton Springs Quarterly,"(30.2640070647195, -97.7693825634433)",1855768,30.26400706,-97.76938256,360652,FALSE,
Barton Creek,4/20/11 8:30,Barton Springs Pool @ Shallow End,Sediment,Ground Water,Clarity,TURBIDITY,R,0,NTU,Total,,2514,,Quanta Probe,U,Barton Springs Algae,"(30.263496776167, -97.7719212983408)",2425401,30.26349678,-97.7719213,360655,FALSE,
Barton Creek,4/20/11 7:30,Backdoor Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,160,,Quanta Probe,U,Barton Springs Quarterly,"(30.2594932474744, -97.8237008852486)",1854289,30.25949325,-97.82370089,360645,FALSE,
Barton Creek,4/6/11 12:05,Old Mill (Sunken Gardens) Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,422,,Quanta Probe,U,Barton Springs TPDES,"(30.2635848609854, -97.7680757366172)",1865766,30.26358486,-97.76807574,359230,FALSE,
Barton Creek,4/6/11 11:40,Eliza Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,428,,Quanta Probe,U,Barton Springs TPDES,"(30.2642461579302, -97.7700605859118)",1863167,30.26424616,-97.77006059,359232,FALSE,
Barton Creek,10/26/11 15:15,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,860,,Quanta Probe,U,Barton Springs TPDES,"(30.2640070647195, -97.7693825634433)",1876840,30.26400706,-97.76938256,371648,FALSE,
Barton Creek,4/6/11 11:00,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,35,,Quanta Probe,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",1863554,30.26353512,-97.77097968,359228,FALSE,
Barton Creek,12/15/10 10:35,Barton Spring Pool @ Downstream Dam,Stream,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,860,,Quanta Probe,U,Barton Springs TPDES,"(30.2640070647195, -97.7693825634433)",1768352,30.26400706,-97.76938256,355293,FALSE,
Barton Creek,12/15/10 10:20,Barton Spring,Spring,Ground Water,Clarity,TURBIDITY,,0,NTU,Total,,35,,Quanta Probe,U,Barton Springs TPDES,"(30.2635351223695, -97.7709796798271)",1770677,30.26353512,-97.77097968,355291,FALSE,
Barton Creek,12/1/10 14:06,Barton Creek Downstream of Lost Creek Blvd,Stream,Surface Water,Clarity,TURBIDITY,,0.22,NTU,Total,,51,,Trilogy Fluorometer,J,Environmental Integrity Index (EII),"(30.2730736469462, -97.8432343429509)",1820287,30.27307365,-97.84323434,354443,FALSE,
Barton Creek,12/1/10 13:30,Barton Creek @ Ogletree Pool,Stream,Surface Water,Clarity,TURBIDITY,,1.11,NTU,Total,,49,,Trilogy Fluorometer,J,Environmental Integrity Index (EII),"(30.3022731006164, -97.868544391745)",1820288,30.3022731,-97.86854439,354440,FALSE,
