WATERSHED,SAMPLE_DATE,SITE_NAME,SITE_TYPE,MEDIUM,PARAM_TYPE,PARAMETER,QUALIFIER,RESULT,UNIT,FILTER,SAMPLE_ID,SAMPLE_SITE_NO,DEPTH_IN_METERS,METHOD,QC_FLAG,PROJECT,Location,DATA_REF_NO,LAT_DD_WGS84,LON_DD_WGS84,SAMPLE_REF_NO,TIME_NULL,QC_TYPE
Bull Creek,06/30/1997 04:00:00 PM,Unnamed Trib @ Loop 360,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,,7,Days,Total,,1025,,CALCULATION,U,WMI Grant Project,"(30.3870260853977, -97.7542529030954)",391189,30.3870260853977,-97.7542529030954,33497,false,
Bull Creek,06/30/1997 02:45:00 PM,Unnamed Trib @ Jollyville Road,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,,7,Days,Total,,1026,,CALCULATION,U,WMI Grant Project,"(30.405010426809, -97.7479556281884)",391162,30.405010426809,-97.7479556281884,33495,false,
Bull Creek,06/30/1997 12:00:00 PM,Bull Creek Trib 2 Downstream of Rain Creek Pkwy,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,,7,Days,Total,,1022,,CALCULATION,U,WMI Grant Project,"(30.3990758172508, -97.7634585527567)",391135,30.3990758172508,-97.7634585527567,33493,false,
Bull Creek,06/27/1997 03:30:00 PM,Hog Hollow Tributary @ Fireoak Dr.,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,,4,Days,Total,,1003,,CALCULATION,U,WMI Grant Project,"(30.4192037739893, -97.7758951065517)",390972,30.4192037739893,-97.7758951065517,33480,false,
Bull Creek,06/27/1997 12:30:00 PM,Unnamed Tributary @ Cedarcliffe Dr.,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,,4,Days,Total,,1001,,CALCULATION,U,WMI Grant Project,"(30.4298223608439, -97.7881848467959)",390918,30.4298223608439,-97.7881848467959,33476,false,
Bull Creek,06/27/1997 11:30:00 AM,Tanglewood Tributary @ Cedarcliffe Dr.,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,,4,Days,Total,,1002,,CALCULATION,U,WMI Grant Project,"(30.4281608192294, -97.7876130129202)",390945,30.4281608192294,-97.7876130129202,33478,false,
Bull Creek,06/20/1997 12:30:00 PM,Unnamed Trib @ Boulder Lane,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,,5,Days,Total,,1018,,CALCULATION,U,WMI Grant Project,"(30.4394693990939, -97.8167225511847)",390999,30.4394693990939,-97.8167225511847,33482,false,
Bull Creek,06/19/1997 05:00:00 PM,Bull Creek Trib 2 Upstream of Rain Creek Pkwy,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,,4,Days,Total,,1028,,CALCULATION,U,WMI Grant Project,"(30.3995744084504, -97.7617128930314)",391108,30.3995744084504,-97.7617128930314,33491,false,
Bull Creek,06/19/1997 03:15:00 PM,Tanglewood Tributary @ Cedarcliffe Dr.,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,,4,Days,Total,,1002,,CALCULATION,U,WMI Grant Project,"(30.4281608192294, -97.7876130129202)",391081,30.4281608192294,-97.7876130129202,33489,false,
Bull Creek,02/21/1997 10:45:00 AM,Bull Creek Upstream of West Bull Creek,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,<,1,Days,Total,,347,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.3601020607436, -97.7882168544801)",1391681,30.3601020607436,-97.7882168544801,192388,false,
Bull Creek,02/05/1997 12:30:00 PM,Bull Creek @ Loop 360 First Crossing,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,14,Days,Total,,350,,CALCULATION,S,EII - Channel Stability Evaluation,"(30.371670696383, -97.7849299604548)",1391634,30.371670696383,-97.7849299604548,192385,false,
Bull Creek,02/05/1997 10:30:00 AM,Bull Creek @ St. Edwards Park Upstream of dam,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,14,Days,Total,,920,,CALCULATION,S,EII - Channel Stability Evaluation,"(30.404991618532, -97.7935618022113)",1391683,30.404991618532,-97.7935618022113,192386,false,
Bull Creek,02/05/1997 09:00:00 AM,Tributary 6 @ Bull Creek (EG),Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,14,Days,Total,,151,,CALCULATION,S,EII - Channel Stability Evaluation,"(30.4254295267479, -97.8146454138198)",1391682,30.4254295267479,-97.8146454138198,192387,false,
Buttercup Creek,07/08/1997 11:00:00 AM,Buttercup Branch Creek Upstream of Springdale,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,,15,Days,Total,,1000,,CALCULATION,U,WMI Grant Project,"(30.3321775272862, -97.6540075424146)",390431,30.3321775272862,-97.6540075424146,33439,false,
Buttermilk Branch,03/17/2003 01:00:00 PM,Buttermilk Creek @ Cameron Road,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,Total,,783,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.3315563573065, -97.6864701805262)",1391697,30.3315563573065,-97.6864701805262,222230,false,
Buttermilk Branch,03/17/2003 11:15:00 AM,Buttermilk Creek @ Providence Ave,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,Total,,782,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.3317358889198, -97.6943792085254)",1391696,30.3317358889198,-97.6943792085254,222225,false,
Buttermilk Branch,02/16/2001 03:30:00 PM,Buttermilk Creek @ Little Walnut Creek,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,<,1,Days,Total,,851,,CALCULATION,U,EII - Habitat,"(30.3264309439598, -97.6801461696263)",1391274,30.3264309439598,-97.6801461696263,120552,false,
Buttermilk Branch,02/16/2001 01:30:00 PM,Buttermilk Creek @ Little Walnut Creek,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,<,1,Days,Total,,851,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.3264309439598, -97.6801461696263)",954418,30.3264309439598,-97.6801461696263,120554,false,
Buttermilk Branch,02/16/2001 11:00:00 AM,Buttermilk Creek @ Cameron Road,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,<,1,Days,Total,,783,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.3315563573065, -97.6864701805262)",954380,30.3315563573065,-97.6864701805262,120550,false,
Buttermilk Branch,02/16/2001 09:00:00 AM,Buttermilk Creek @ Providence Ave,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,<,1,Days,Total,,782,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.3317358889198, -97.6943792085254)",1032113,30.3317358889198,-97.6943792085254,120546,false,
Buttermilk Branch,02/15/2001 01:30:00 PM,Buttermilk Creek @ Chevy Chase Road,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,7,Days,Total,,852,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.3405535951635, -97.7036159328117)",928739,30.3405535951635,-97.7036159328117,110274,false,
Buttermilk Branch,03/03/1997 10:30:00 AM,Buttermilk Creek @ Providence Ave,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,,7,Days,Total,,782,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.3317358889198, -97.6943792085254)",1391669,30.3317358889198,-97.6943792085254,192384,false,
Buttermilk Branch,03/03/1997 09:45:00 AM,Buttermilk Creek @ Chevy Chase Road,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,,7,Days,Total,,852,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.3405535951635, -97.7036159328117)",1391674,30.3405535951635,-97.7036159328117,192410,false,
Buttermilk Branch,03/02/1997 11:00:00 AM,Buttermilk Creek @ Cameron Road,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,,7,Days,Total,,783,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.3315563573065, -97.6864701805262)",1391677,30.3315563573065,-97.6864701805262,192409,false,
Buttermilk Branch,02/04/1997 02:30:00 PM,Buttermilk Creek @ Little Walnut Creek,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,14,Days,Total,,851,,CALCULATION,S,EII - Channel Stability Evaluation,"(30.3264309439598, -97.6801461696263)",1391678,30.3264309439598,-97.6801461696263,192411,false,
Carson Creek,01/06/1999 11:45:00 AM,Carson Creek @ Hoecke Lane,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,7,Days,Total,,1096,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.2138912995245, -97.6885385064532)",469369,30.2138912995245,-97.6885385064532,74374,false,
Carson Creek,01/05/1999 04:30:00 PM,Carson Creek @ US 183,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,7,Days,Total,,1095,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.2294535440986, -97.682053293061)",469350,30.2294535440986,-97.682053293061,74373,false,
Carson Creek,01/05/1999 02:00:00 PM,Carson Creek @ Shady Spring Subdivision,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,7,Days,Total,,1094,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.2267198090694, -97.6658995080543)",469331,30.2267198090694,-97.6658995080543,74372,false,
Carson Creek,07/02/1997 03:10:00 PM,Carson Creek Downstream of Montopolis,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,,9,Days,Total,,1024,,CALCULATION,U,WMI Grant Project,"(30.2108215755278, -97.7117963173558)",391459,30.2108215755278,-97.7117963173558,33517,false,
Commons Ford Creek,06/15/2005 04:00:00 PM,Common Ford Tributary in Common Ford Metro Park,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,15,Days,Total,,1048,,CALCULATION,S,EII - Channel Stability Evaluation,"(30.3383451832842, -97.8905029134668)",625990,30.3383451832842,-97.8905029134668,273460,false,
Commons Ford Creek,06/20/2000 12:30:00 PM,Common Ford Tributary in Common Ford Metro Park,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,1048,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.3383451832842, -97.8905029134668)",1391296,30.3383451832842,-97.8905029134668,83910,false,
Commons Ford Creek,06/20/2000 12:25:00 PM,Common Ford Tributary in Common Ford Metro Park,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,1048,,CALCULATION,U,EII - Habitat,"(30.3383451832842, -97.8905029134668)",1392396,30.3383451832842,-97.8905029134668,83911,false,
Commons Ford Creek,07/14/1997 02:30:00 PM,Common Ford Tributary in Common Ford Metro Park,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,,21,Days,Total,,1048,,CALCULATION,U,WMI Grant Project,"(30.3383451832842, -97.8905029134668)",390647,30.3383451832842,-97.8905029134668,33455,false,
Cottonmouth Creek,06/17/2005 02:00:00 PM,Cottonmouth Creek @ Colton Road,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,15,Days,Total,,1207,,CALCULATION,S,EII - Channel Stability Evaluation,"(30.1734235730999, -97.6891205939176)",631527,30.1734235730999,-97.6891205939176,273447,false,
Cottonmouth Creek,06/15/2005 02:45:00 PM,Cottonmouth Creek @ Dee Gabriel Collins Rd,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,15,Days,Total,,1206,,CALCULATION,S,EII - Channel Stability Evaluation,"(30.1721195876393, -97.7011152132246)",489206,30.1721195876393,-97.7011152132246,273456,false,
Cottonmouth Creek,02/26/2002 01:30:00 PM,Cottonmouth Creek @ Colton-Bluff Springs Rd,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,7,Days,Total,,1205,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.1559789259898, -97.7214396989722)",991526,30.1559789259898,-97.7214396989722,192816,false,Field Replica
Cottonmouth Creek,06/21/2000 10:00:00 AM,Cottonmouth Creek @ Colton Road,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,2,Days,Total,,1207,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.1734235730999, -97.6891205939176)",722247,30.1734235730999,-97.6891205939176,84527,false,
Cottonmouth Creek,06/20/2000 04:20:00 PM,Cottonmouth Creek @ Dee Gabriel Collins Rd,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,2,Days,Total,,1206,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.1721195876393, -97.7011152132246)",721911,30.1721195876393,-97.7011152132246,84482,false,
Cottonmouth Creek,06/20/2000 03:45:00 PM,Cottonmouth Creek @ Colton-Bluff Springs Rd,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,2,Days,Total,,1205,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.1559789259898, -97.7214396989722)",570267,30.1559789259898,-97.7214396989722,84514,false,
Country Club East,03/03/1997 03:30:00 PM,East Country Club Creek Downstream of Grove Drive,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,5,Days,Total,,848,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.2429334733361, -97.6945917376117)",1391671,30.2429334733361,-97.6945917376117,192412,false,
Country Club West,06/25/2009 11:15:00 AM,Country Club @ Mabel Davis Pond W,Stream,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,14,Days,Total,,4473,,CALCULATION,U,Emergency Investigation,"(30.2186104025331, -97.7407815223034)",1708500,30.2186104025331,-97.7407815223034,343443,false,
Country Club West,06/25/2009 10:41:00 AM,West Country Club D/S Mabel Davis Park,Stream,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,14,Days,Total,,4470,,CALCULATION,U,Emergency Investigation,"(30.222542482051, -97.7383889241214)",1708484,30.222542482051,-97.7383889241214,343440,false,
Country Club West,06/25/2009 10:13:00 AM,West Country Club @ Pond Metcalfe,Stream,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,14,Days,Total,,4471,,CALCULATION,U,Emergency Investigation,"(30.2231693854073, -97.737092247981)",1708492,30.2231693854073,-97.737092247981,343442,false,
Country Club West,03/24/1997 02:00:00 PM,West Country Club Creek @ East Oltorf St,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,7,Days,Total,,850,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.2272490990315, -97.7270090877378)",1391667,30.2272490990315,-97.7270090877378,192414,false,
Country Club West,03/03/1997 02:15:00 PM,West Country Club Creek @ Crossing Place Drive,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,5,Days,Total,,849,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.237591237822, -97.7150480684116)",1391672,30.237591237822,-97.7150480684116,192415,false,
Country Club West,03/03/1997 02:00:00 PM,West Country Club Creek @ East Oltorf St,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,5,Days,Total,,850,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.2272490990315, -97.7270090877378)",1391673,30.2272490990315,-97.7270090877378,192413,false,
Cow Fork Bull Creek,07/07/1997 04:00:00 PM,Cow Fork Bull Creek @ Standing Rock Trail,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,,14,Days,Total,,1030,,CALCULATION,U,WMI Grant Project,"(30.3681387573627, -97.823541331159)",390404,30.3681387573627,-97.823541331159,33437,false,
Cuernavaca Creek,06/15/2005 04:30:00 PM,Cuernavaca Creek @ River Hills Road,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,15,Days,Total,,1222,,CALCULATION,S,EII - Channel Stability Evaluation,"(30.3393545973775, -97.8499864005853)",626001,30.3393545973775,-97.8499864005853,273461,false,
Cow Fork Bull Creek,07/07/1997 02:00:00 PM,Cow Fork Bull Creek @ Vaught Ranch Rd.,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,,14,Days,Total,,999,,CALCULATION,U,WMI Grant Project,"(30.372357072151, -97.807115260002)",390377,30.372357072151,-97.807115260002,33435,false,
Decker Creek,06/17/2005 10:40:00 AM,Decker Creek @ Gilbert Rd,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,15,Days,Total,,1974,,CALCULATION,S,EII - Channel Stability Evaluation,"(30.2704222163013, -97.5798195899612)",625882,30.2704222163013,-97.5798195899612,273449,false,
Decker Creek,06/16/2005 02:30:00 PM,Decker Creek @ Lindell Lane,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,15,Days,Total,,1196,,CALCULATION,S,EII - Channel Stability Evaluation,"(30.3256866140381, -97.5991637749207)",625848,30.3256866140381,-97.5991637749207,273443,false,
Decker Creek,02/26/2002 11:00:00 AM,Decker Creek @ FM973,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,,10,Days,Total,,1197,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.2815712299493, -97.5961446283185)",1082456,30.2815712299493,-97.5961446283185,204863,false,
Decker Creek,02/26/2002 07:30:00 AM,Decker Creek @ Lindell Lane,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,,10,Days,Total,,1196,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.3256866140381, -97.5991637749207)",1082476,30.3256866140381,-97.5991637749207,204864,false,
Decker Creek,06/26/2000 11:20:00 AM,Decker Creek @ Lindell Lane,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,,7,Days,Total,,1196,,CALCULATION,U,EII - Habitat,"(30.3256866140381, -97.5991637749207)",1393017,30.3256866140381,-97.5991637749207,84430,false,
Decker Creek,06/26/2000 11:15:00 AM,Decker Creek @ Lindell Lane,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,,7,Days,Total,,1196,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.3256866140381, -97.5991637749207)",721326,30.3256866140381,-97.5991637749207,84429,false,
Dry Creek East,06/16/2005 03:35:00 PM,Dry Creek @ River Road,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,15,Days,Total,,1212,,CALCULATION,S,EII - Channel Stability Evaluation,"(30.1889550674412, -97.5175842685605)",631391,30.1889550674412,-97.5175842685605,273432,false,
Dry Creek East,06/16/2005 02:15:00 PM,Dry Creek @ Wolf Lane,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,15,Days,Total,,1210,,CALCULATION,S,EII - Channel Stability Evaluation,"(30.1721026961326, -97.5476128552842)",486565,30.1721026961326,-97.5476128552842,273433,false,
Dry Creek East,06/16/2005 12:30:00 PM,Dry Creek @ Pearce Road,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,15,Days,Total,,1211,,CALCULATION,S,EII - Channel Stability Evaluation,"(30.1648277963366, -97.61619205509)",625824,30.1648277963366,-97.61619205509,273437,false,
Dry Creek East,02/27/2002 03:30:00 PM,Dry Creek @ River Road,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,8,Days,Total,,1212,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.1889550674412, -97.5175842685605)",598972,30.1889550674412,-97.5175842685605,192825,false,
Dry Creek East,02/27/2002 02:50:00 PM,Dry Creek @ Wolf Lane,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,7,Days,Total,,1210,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.1721026961326, -97.5476128552842)",991598,30.1721026961326,-97.5476128552842,192821,false,
Dry Creek East,02/27/2002 01:17:00 PM,Dry Creek @ FM 812,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,<,7,Days,Total,,1208,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.1340077916359, -97.6506432153603)",991558,30.1340077916359,-97.6506432153603,192818,false,
Dry Creek East,06/22/2000 11:00:00 AM,Dry Creek @ Colorado Drive,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,4,Days,Total,,1213,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.1788479200348, -97.4716046433507)",722209,30.1788479200348,-97.4716046433507,84523,false,
Dry Creek East,06/21/2000 03:45:00 PM,Dry Creek @ River Road,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,Total,,1212,,CALCULATION,U,EII - Habitat,"(30.1889550674412, -97.5175842685605)",1391903,30.1889550674412,-97.5175842685605,84502,false,
Dry Creek East,06/21/2000 03:20:00 PM,Dry Creek @ Wolf Lane,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,Total,,1210,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.1721026961326, -97.5476128552842)",721796,30.1721026961326,-97.5476128552842,84467,false,
Dry Creek East,06/21/2000 03:20:00 PM,Dry Creek @ Wolf Lane,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,Total,,1210,,CALCULATION,U,EII - Habitat,"(30.1721026961326, -97.5476128552842)",1391899,30.1721026961326,-97.5476128552842,84468,false,
Dry Creek East,06/21/2000 03:00:00 PM,Dry Creek @ Pearce Road,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,Total,,1211,,CALCULATION,U,EII - Habitat,"(30.1648277963366, -97.61619205509)",1392394,30.1648277963366,-97.61619205509,84475,false,
Dry Creek East,06/21/2000 02:50:00 PM,Dry Creek @ Pearce Road,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,Total,,1211,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.1648277963366, -97.61619205509)",721856,30.1648277963366,-97.61619205509,84473,false,
Dry Creek East,06/21/2000 02:45:00 PM,Dry Creek @ River Road,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,4,Days,Total,,1212,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.1889550674412, -97.5175842685605)",1055689,30.1889550674412,-97.5175842685605,84501,false,
Dry Creek East,06/21/2000 02:30:00 PM,Dry Creek @ Elroy Road,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,Total,,1209,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.1511698537052, -97.6350646251817)",721826,30.1511698537052,-97.6350646251817,84470,false,
Dry Creek East,06/21/2000 02:20:00 PM,Dry Creek @ Elroy Road,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,>,4,Days,Total,,1209,,CALCULATION,U,EII - Habitat,"(30.1511698537052, -97.6350646251817)",1392395,30.1511698537052,-97.6350646251817,84471,false,
Dry Creek East,06/21/2000 01:45:00 PM,Dry Creek @ FM 812,Stream,Channel Assessment,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,Total,,1208,,CALCULATION,U,EII - Channel Stability Evaluation,"(30.1340077916359, -97.6506432153603)",1055724,30.1340077916359,-97.6506432153603,84535,false,
Dry Creek East,06/21/2000 01:45:00 PM,Dry Creek @ FM 812,Stream,Habitat,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,Total,,1208,,CALCULATION,U,EII - Habitat,"(30.1340077916359, -97.6506432153603)",1391898,30.1340077916359,-97.6506432153603,84533,false,
Dry Creek North,09/12/2012 02:40:00 PM,Dry Creek (North) @ Mt Bonnel Rd,Stream,Surface Water,Flow/Rainfall,DAYS AFTER STORM,>,10,Days,Total,,1108,,Rainvieux Web Page,U,Environmental Integrity Index (EII),"(30.3363879889764, -97.7764289887686)",1965765,30.3363879889764,-97.7764289887686,387125,false,
Dry Creek North,09/12/2012 02:30:00 PM,Dry Creek (North) @ FM 2222,Stream,Surface Water,Flow/Rainfall,DAYS AFTER STORM,>,10,Days,Total,,1109,,Rainvieux Web Page,U,Environmental Integrity Index (EII),"(30.3408632512175, -97.7673652644218)",1965763,30.3408632512175,-97.7673652644218,387126,false,
Eanes Creek,08/18/2010 10:45:00 AM,Eanes Creek @ Rollingwood,Stream,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1.5,Days,N/A,,182,,Rainvieux Web Page,U,TMDL Bacteria Monitoring,"(30.2694312453872, -97.7782213550069)",1719101,30.2694312453872,-97.7782213550069,351981,false,
Eanes Creek,07/20/2010 10:50:00 AM,Eanes Creek @ Rollingwood,Stream,Surface Water,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,Total,,182,,Rainvieux Web Page,U,TMDL Bacteria Monitoring,"(30.2694312453872, -97.7782213550069)",1744000,30.2694312453872,-97.7782213550069,351130,false,
Eanes Creek,06/15/2010 11:13:00 AM,Eanes Creek @ Rollingwood,Stream,Surface Water,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,Total,,182,,Rainvieux Web Page,U,TMDL Bacteria Monitoring,"(30.2694312453872, -97.7782213550069)",1746495,30.2694312453872,-97.7782213550069,350430,false,
Eanes Creek,05/20/2010 12:20:00 PM,Eanes Creek @ Rollingwood,Stream,Surface Water,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,Total,,182,,Rainvieux Web Page,U,TMDL Bacteria Monitoring,"(30.2694312453872, -97.7782213550069)",1748002,30.2694312453872,-97.7782213550069,350378,false,
Eanes Creek,04/19/2010 11:05:00 AM,Eanes Creek @ Rollingwood,Stream,Surface Water,Flow/Rainfall,DAYS AFTER STORM,<,2,Days,N/A,,182,,Rainvieux Web Page,U,TMDL Bacteria Monitoring,"(30.2694312453872, -97.7782213550069)",1759652,30.2694312453872,-97.7782213550069,349489,false,
Eanes Creek,03/29/2010 11:00:00 AM,Eanes Creek @ Rollingwood,Stream,Surface Water,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,N/A,,182,,Rainvieux Web Page,U,TMDL Bacteria Monitoring,"(30.2694312453872, -97.7782213550069)",1756309,30.2694312453872,-97.7782213550069,351931,false,
Eanes Creek,12/09/2009 09:30:00 AM,Eanes Creek @ Rollingwood,Stream,Surface Water,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,Total,,182,,Rainvieux Web Page,U,TMDL Bacteria Monitoring,"(30.2694312453872, -97.7782213550069)",1728897,30.2694312453872,-97.7782213550069,347023,false,
Eanes Creek,11/23/2009 10:00:00 AM,Eanes Creek @ Rollingwood,Stream,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,2.3,Days,Total,,182,,Rainvieux Web Page,U,TMDL Bacteria Monitoring,"(30.2694312453872, -97.7782213550069)",1720687,30.2694312453872,-97.7782213550069,346194,false,
Eanes Creek,10/12/2009 12:30:00 PM,Eanes Creek @ Rollingwood,Stream,Surface Water,Flow/Rainfall,DAYS AFTER STORM,<,1,Days,Total,,182,,Rainvieux Web Page,U,TMDL Bacteria Monitoring,"(30.2694312453872, -97.7782213550069)",1721633,30.2694312453872,-97.7782213550069,346118,false,
Eanes Creek,09/09/2009 10:15:00 AM,Eanes Creek @ Rollingwood,Stream,Surface Water,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,Total,,182,,Rainvieux Web Page,U,TMDL Bacteria Monitoring,"(30.2694312453872, -97.7782213550069)",1712686,30.2694312453872,-97.7782213550069,344291,false,
Eanes Creek,08/12/2009 11:35:00 AM,Eanes Creek @ Rollingwood,Stream,Surface Water,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,Total,,182,,Rainvieux Web Page,U,TMDL Bacteria Monitoring,"(30.2694312453872, -97.7782213550069)",1721916,30.2694312453872,-97.7782213550069,344055,false,
Eanes Creek,07/07/2009 11:05:00 AM,Eanes Creek @ Rollingwood,Stream,Surface Water,Flow/Rainfall,DAYS AFTER STORM,>,3,Days,Total,,182,,Rainvieux Web Page,U,TMDL Bacteria Monitoring,"(30.2694312453872, -97.7782213550069)",1708302,30.2694312453872,-97.7782213550069,343792,false,
