WATERSHED,SAMPLE_DATE,SITE_NAME,SITE_TYPE,MEDIUM,PARAM_TYPE,PARAMETER,QUALIFIER,RESULT,UNIT,FILTER,SAMPLE_ID,SAMPLE_SITE_NO,DEPTH_IN_METERS,METHOD,QC_FLAG,PROJECT,Location,DATA_REF_NO,LAT_DD_WGS84,LON_DD_WGS84,SAMPLE_REF_NO,TIME_NULL,QC_TYPE
Lady Bird Lake,10/25/1994 10:25:00 AM,Lady Bird Lake @ Basin (AC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,0,Days,Total,,1,,CALCULATION,U,Lady Bird Lake Study,"(30.2471428466364, -97.7163761748406)",41914,30.2471428466364,-97.7163761748406,191441,false,
Lady Bird Lake,10/24/1994 12:25:00 PM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,6,Days,Total,,2,,CALCULATION,U,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",41910,30.2630555995556,-97.7475278001577,191437,false,
Lady Bird Lake,10/24/1994 11:35:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,6,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",41911,30.2657007586796,-97.7566068012509,191438,false,
Lady Bird Lake,10/24/1994 12:00:00 AM,Lady Bird Lake @ Basin (AC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,6,Days,Total,,1,,CALCULATION,U,Lady Bird Lake Study,"(30.2471428466364, -97.7163761748406)",41909,30.2471428466364,-97.7163761748406,191436,true,
Lady Bird Lake,10/24/1994 12:00:00 AM,Lady Bird Lake @ Mopac Bridge,Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,6,Days,Total,,4,,CALCULATION,U,Lady Bird Lake Study,"(30.2736650521363, -97.7715247558123)",41912,30.2736650521363,-97.7715247558123,191439,true,
Lady Bird Lake,10/24/1994 12:00:00 AM,Lady Bird Lake @ Red Bud Isle (EC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,6,Days,Total,,5,,CALCULATION,U,Lady Bird Lake Study,"(30.2871112881052, -97.7857300357344)",41913,30.2871112881052,-97.7857300357344,191440,true,
Lady Bird Lake,10/23/1994 11:00:00 AM,Lady Bird Lake @ Red Bud Isle (EC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,5,Days,Total,,5,,CALCULATION,U,Lady Bird Lake Study,"(30.2871112881052, -97.7857300357344)",41908,30.2871112881052,-97.7857300357344,3009,false,
Lady Bird Lake,10/23/1994 10:45:00 AM,Lady Bird Lake @ Mopac Bridge,Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,5,Days,Total,,4,,CALCULATION,U,Lady Bird Lake Study,"(30.2736650521363, -97.7715247558123)",41907,30.2736650521363,-97.7715247558123,3003,false,
Lady Bird Lake,10/23/1994 10:20:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,5,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",41906,30.2657007586796,-97.7566068012509,2996,false,
Lady Bird Lake,10/23/1994 09:55:00 AM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,5,Days,Total,,2,,CALCULATION,U,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",41905,30.2630555995556,-97.7475278001577,2989,false,
Lady Bird Lake,10/23/1994 09:15:00 AM,Lady Bird Lake @ Basin (AC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,5,Days,Total,,1,,CALCULATION,U,Lady Bird Lake Study,"(30.2471428466364, -97.7163761748406)",41904,30.2471428466364,-97.7163761748406,2980,false,
Lady Bird Lake,10/22/1994 11:05:00 AM,Lady Bird Lake @ Red Bud Isle (EC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,4,Days,Total,,5,,CALCULATION,U,Lady Bird Lake Study,"(30.2871112881052, -97.7857300357344)",41903,30.2871112881052,-97.7857300357344,191435,false,
Lady Bird Lake,10/22/1994 10:55:00 AM,Lady Bird Lake @ Mopac Bridge,Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,4,Days,Total,,4,,CALCULATION,U,Lady Bird Lake Study,"(30.2736650521363, -97.7715247558123)",41902,30.2736650521363,-97.7715247558123,191434,false,
Lady Bird Lake,10/22/1994 10:30:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,4,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",41901,30.2657007586796,-97.7566068012509,191433,false,
Lady Bird Lake,10/22/1994 10:00:00 AM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,4,Days,Total,,2,,CALCULATION,U,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",41900,30.2630555995556,-97.7475278001577,191432,false,
Lady Bird Lake,10/22/1994 09:05:00 AM,Lady Bird Lake @ Basin (AC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,4,Days,Total,,1,,CALCULATION,U,Lady Bird Lake Study,"(30.2471428466364, -97.7163761748406)",41899,30.2471428466364,-97.7163761748406,191431,false,
Lady Bird Lake,10/21/1994 10:00:00 AM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,3,Days,Total,,2,,CALCULATION,U,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",41897,30.2630555995556,-97.7475278001577,191429,false,
Lady Bird Lake,10/21/1994 10:00:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,3,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",41898,30.2657007586796,-97.7566068012509,191430,false,
Lady Bird Lake,10/20/1994 10:45:00 AM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,2,Days,Total,,2,,CALCULATION,U,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",41895,30.2630555995556,-97.7475278001577,191427,false,
Lady Bird Lake,10/20/1994 10:45:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,2,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",41896,30.2657007586796,-97.7566068012509,191428,false,
Lady Bird Lake,10/19/1994 11:45:00 AM,Lady Bird Lake @ Red Bud Isle (EC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,5,,CALCULATION,U,Lady Bird Lake Study,"(30.2871112881052, -97.7857300357344)",41894,30.2871112881052,-97.7857300357344,191426,false,
Lady Bird Lake,10/19/1994 11:30:00 AM,Lady Bird Lake @ Mopac Bridge,Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,4,,CALCULATION,U,Lady Bird Lake Study,"(30.2736650521363, -97.7715247558123)",41893,30.2736650521363,-97.7715247558123,191425,false,
Lady Bird Lake,10/19/1994 11:05:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",41892,30.2657007586796,-97.7566068012509,191424,false,
Lady Bird Lake,10/19/1994 10:50:00 AM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,2,,CALCULATION,U,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",478298,30.2630555995556,-97.7475278001577,78954,false,
Lady Bird Lake,10/19/1994 10:15:00 AM,Lady Bird Lake @ Basin (AC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,1,,CALCULATION,U,Lady Bird Lake Study,"(30.2471428466364, -97.7163761748406)",478297,30.2471428466364,-97.7163761748406,78953,false,
Lady Bird Lake,10/12/1994 11:13:00 AM,Lady Bird Lake @ Red Bud Isle (EC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,4,Days,Total,,5,,CALCULATION,U,Lady Bird Lake Study,"(30.2871112881052, -97.7857300357344)",478302,30.2871112881052,-97.7857300357344,78958,false,
Lady Bird Lake,10/12/1994 11:00:00 AM,Lady Bird Lake @ Mopac Bridge,Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,4,Days,Total,,4,,CALCULATION,U,Lady Bird Lake Study,"(30.2736650521363, -97.7715247558123)",478301,30.2736650521363,-97.7715247558123,78957,false,
Lady Bird Lake,10/12/1994 10:40:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,4,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",478300,30.2657007586796,-97.7566068012509,78956,false,
Lady Bird Lake,10/12/1994 10:20:00 AM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,4,Days,Total,,2,,CALCULATION,U,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",478299,30.2630555995556,-97.7475278001577,78955,false,
Lady Bird Lake,10/12/1994 09:50:00 AM,Lady Bird Lake @ Basin (AC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,4,Days,Total,,1,,CALCULATION,U,Lady Bird Lake Study,"(30.2471428466364, -97.7163761748406)",41831,30.2471428466364,-97.7163761748406,191423,false,
Lady Bird Lake,08/03/1994 10:42:00 AM,Lady Bird Lake @ Red Bud Isle (EC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,50,Days,Total,,5,,CALCULATION,S,Lady Bird Lake Study,"(30.2871112881052, -97.7857300357344)",41827,30.2871112881052,-97.7857300357344,2797,false,
Lady Bird Lake,08/03/1994 10:40:00 AM,Lady Bird Lake @ Mopac Bridge,Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,50,Days,Total,,4,,CALCULATION,S,Lady Bird Lake Study,"(30.2736650521363, -97.7715247558123)",41825,30.2736650521363,-97.7715247558123,2791,false,
Lady Bird Lake,08/03/1994 10:02:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,50,Days,Total,,3,,CALCULATION,S,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",41824,30.2657007586796,-97.7566068012509,191422,false,
Lady Bird Lake,08/03/1994 09:20:00 AM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,50,Days,Total,,2,,CALCULATION,S,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",41822,30.2630555995556,-97.7475278001577,2776,false,
Lady Bird Lake,08/03/1994 09:00:00 AM,Lady Bird Lake @ Basin (AC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,50,Days,Total,,1,,CALCULATION,S,Lady Bird Lake Study,"(30.2471428466364, -97.7163761748406)",41820,30.2471428466364,-97.7163761748406,2766,false,
Lady Bird Lake,06/08/1994 11:09:00 AM,Lady Bird Lake @ Red Bud Isle (EC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,5,Days,Total,,5,,CALCULATION,U,Lady Bird Lake Study,"(30.2871112881052, -97.7857300357344)",592,30.2871112881052,-97.7857300357344,191421,false,
Lady Bird Lake,06/08/1994 10:50:00 AM,Lady Bird Lake @ Mopac Bridge,Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,5,Days,Total,,4,,CALCULATION,U,Lady Bird Lake Study,"(30.2736650521363, -97.7715247558123)",590,30.2736650521363,-97.7715247558123,191420,false,
Lady Bird Lake,06/08/1994 10:32:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,5,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",583,30.2657007586796,-97.7566068012509,191418,false,Field Split
Lady Bird Lake,06/08/1994 10:32:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,5,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",588,30.2657007586796,-97.7566068012509,191419,false,
Lady Bird Lake,06/08/1994 10:07:00 AM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,5,Days,Total,,2,,CALCULATION,U,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",586,30.2630555995556,-97.7475278001577,191417,false,
Lady Bird Lake,06/08/1994 09:32:00 AM,Lady Bird Lake @ Basin (AC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,5,Days,Total,,1,,CALCULATION,U,Lady Bird Lake Study,"(30.2471428466364, -97.7163761748406)",584,30.2471428466364,-97.7163761748406,191416,false,
Lady Bird Lake,04/13/1994 12:50:00 PM,Lady Bird Lake @ Red Bud Isle (EC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,2,Days,Total,,5,,CALCULATION,U,Lady Bird Lake Study,"(30.2871112881052, -97.7857300357344)",932,30.2871112881052,-97.7857300357344,191415,false,
Lady Bird Lake,04/13/1994 12:20:00 PM,Lady Bird Lake @ Mopac Bridge,Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,2,Days,Total,,4,,CALCULATION,U,Lady Bird Lake Study,"(30.2736650521363, -97.7715247558123)",892,30.2736650521363,-97.7715247558123,191414,false,
Lady Bird Lake,04/13/1994 11:45:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,2,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",874,30.2657007586796,-97.7566068012509,191413,false,
Lady Bird Lake,04/13/1994 11:25:00 AM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,2,Days,Total,,2,,CALCULATION,U,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",826,30.2630555995556,-97.7475278001577,191412,false,
Lady Bird Lake,04/13/1994 10:40:00 AM,Lady Bird Lake @ Basin (AC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,2,Days,Total,,1,,CALCULATION,U,Lady Bird Lake Study,"(30.2471428466364, -97.7163761748406)",1011,30.2471428466364,-97.7163761748406,191411,false,
Lady Bird Lake,03/10/1994 12:00:00 PM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",15057,30.2657007586796,-97.7566068012509,2060,false,
Lady Bird Lake,03/10/1994 12:00:00 AM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,2,,CALCULATION,U,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",14905,30.2630555995556,-97.7475278001577,2052,true,
Lady Bird Lake,03/10/1994 12:00:00 AM,Lady Bird Lake @ Basin (AC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,1,,CALCULATION,U,Lady Bird Lake Study,"(30.2471428466364, -97.7163761748406)",14917,30.2471428466364,-97.7163761748406,2070,true,
Lady Bird Lake,03/10/1994 12:00:00 AM,Lady Bird Lake @ Mopac Bridge,Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,4,,CALCULATION,U,Lady Bird Lake Study,"(30.2736650521363, -97.7715247558123)",14901,30.2736650521363,-97.7715247558123,2040,true,
Lady Bird Lake,03/10/1994 12:00:00 AM,Lady Bird Lake @ Red Bud Isle (EC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,5,,CALCULATION,U,Lady Bird Lake Study,"(30.2871112881052, -97.7857300357344)",14895,30.2871112881052,-97.7857300357344,2046,true,
Lady Bird Lake,02/23/1994 12:00:00 AM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,2,,CALCULATION,U,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",14927,30.2630555995556,-97.7475278001577,2113,true,
Lady Bird Lake,02/23/1994 12:00:00 AM,Lady Bird Lake @ Basin (AC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,1,,CALCULATION,U,Lady Bird Lake Study,"(30.2471428466364, -97.7163761748406)",14941,30.2471428466364,-97.7163761748406,2104,true,
Lady Bird Lake,02/23/1994 12:00:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",14922,30.2657007586796,-97.7566068012509,2093,true,
Lady Bird Lake,02/23/1994 12:00:00 AM,Lady Bird Lake @ Mopac Bridge,Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,4,,CALCULATION,U,Lady Bird Lake Study,"(30.2736650521363, -97.7715247558123)",14946,30.2736650521363,-97.7715247558123,2099,true,
Lady Bird Lake,02/23/1994 12:00:00 AM,Lady Bird Lake @ Red Bud Isle (EC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,5,,CALCULATION,U,Lady Bird Lake Study,"(30.2871112881052, -97.7857300357344)",15052,30.2871112881052,-97.7857300357344,2079,true,
Lady Bird Lake,02/22/1994 12:45:00 PM,Lady Bird Lake @ Red Bud Isle (EC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,0,Days,Total,,5,,CALCULATION,U,Lady Bird Lake Study,"(30.2871112881052, -97.7857300357344)",14952,30.2871112881052,-97.7857300357344,191410,false,
Lady Bird Lake,02/22/1994 12:30:00 PM,Lady Bird Lake @ Mopac Bridge,Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,0,Days,Total,,4,,CALCULATION,U,Lady Bird Lake Study,"(30.2736650521363, -97.7715247558123)",15013,30.2736650521363,-97.7715247558123,2138,false,
Lady Bird Lake,02/22/1994 12:00:00 PM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,0,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",15019,30.2657007586796,-97.7566068012509,2132,false,
Lady Bird Lake,02/22/1994 11:30:00 AM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,0,Days,Total,,2,,CALCULATION,U,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",15005,30.2630555995556,-97.7475278001577,191409,false,
Lady Bird Lake,02/22/1994 11:00:00 AM,Lady Bird Lake @ Basin (AC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,0,Days,Total,,1,,CALCULATION,U,Lady Bird Lake Study,"(30.2471428466364, -97.7163761748406)",14948,30.2471428466364,-97.7163761748406,2147,false,
Lady Bird Lake,02/11/1994 11:17:00 AM,Lady Bird Lake @ Red Bud Isle (EC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,5,,CALCULATION,U,Lady Bird Lake Study,"(30.2871112881052, -97.7857300357344)",14989,30.2871112881052,-97.7857300357344,2181,false,
Lady Bird Lake,02/11/1994 11:00:00 AM,Lady Bird Lake @ Mopac Bridge,Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,4,,CALCULATION,U,Lady Bird Lake Study,"(30.2736650521363, -97.7715247558123)",14995,30.2736650521363,-97.7715247558123,2175,false,
Lady Bird Lake,02/11/1994 10:25:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",14975,30.2657007586796,-97.7566068012509,2195,false,
Lady Bird Lake,02/11/1994 10:15:00 AM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,2,,CALCULATION,U,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",14981,30.2630555995556,-97.7475278001577,2189,false,
Lady Bird Lake,02/11/1994 09:45:00 AM,Lady Bird Lake @ Basin (AC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,1,,CALCULATION,U,Lady Bird Lake Study,"(30.2471428466364, -97.7163761748406)",14885,30.2471428466364,-97.7163761748406,2207,false,
Lady Bird Lake,01/26/1994 11:45:00 AM,Lady Bird Lake @ Red Bud Isle (EC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,2,Days,Total,,5,,CALCULATION,U,Lady Bird Lake Study,"(30.2871112881052, -97.7857300357344)",17579,30.2871112881052,-97.7857300357344,2218,false,
Lady Bird Lake,01/26/1994 11:30:00 AM,Lady Bird Lake @ Mopac Bridge,Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,2,Days,Total,,4,,CALCULATION,U,Lady Bird Lake Study,"(30.2736650521363, -97.7715247558123)",17598,30.2736650521363,-97.7715247558123,2240,false,
Lady Bird Lake,01/26/1994 10:25:00 AM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,2,Days,Total,,2,,CALCULATION,U,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",17586,30.2630555995556,-97.7475278001577,2228,false,
Lady Bird Lake,01/26/1994 10:20:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,2,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",17593,30.2657007586796,-97.7566068012509,2235,false,
Lady Bird Lake,01/26/1994 09:50:00 AM,Lady Bird Lake @ Basin (AC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,2,Days,Total,,1,,CALCULATION,U,Lady Bird Lake Study,"(30.2471428466364, -97.7163761748406)",17599,30.2471428466364,-97.7163761748406,2247,false,
Lady Bird Lake,01/25/1994 11:20:00 AM,Lady Bird Lake @ Red Bud Isle (EC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,5,,CALCULATION,U,Lady Bird Lake Study,"(30.2871112881052, -97.7857300357344)",17541,30.2871112881052,-97.7857300357344,2260,false,
Lady Bird Lake,01/25/1994 11:05:00 AM,Lady Bird Lake @ Mopac Bridge,Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,4,,CALCULATION,U,Lady Bird Lake Study,"(30.2736650521363, -97.7715247558123)",17559,30.2736650521363,-97.7715247558123,2283,false,
Lady Bird Lake,01/25/1994 10:45:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",17553,30.2657007586796,-97.7566068012509,2276,false,
Lady Bird Lake,01/25/1994 10:45:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",355107,30.2657007586796,-97.7566068012509,191408,false,Field Replica
Lady Bird Lake,01/25/1994 10:30:00 AM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,2,,CALCULATION,U,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",17570,30.2630555995556,-97.7475278001577,2297,false,
Lady Bird Lake,01/25/1994 10:00:00 AM,Lady Bird Lake @ Basin (AC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,1,,CALCULATION,U,Lady Bird Lake Study,"(30.2471428466364, -97.7163761748406)",17561,30.2471428466364,-97.7163761748406,2288,false,
Lady Bird Lake,01/12/1994 11:30:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",15031,30.2657007586796,-97.7566068012509,191405,false,
Lady Bird Lake,01/12/1994 12:00:00 AM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,2,,CALCULATION,U,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",15038,30.2630555995556,-97.7475278001577,2322,true,
Lady Bird Lake,01/12/1994 12:00:00 AM,Lady Bird Lake @ Basin (AC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,1,,CALCULATION,U,Lady Bird Lake Study,"(30.2471428466364, -97.7163761748406)",14957,30.2471428466364,-97.7163761748406,2313,true,
Lady Bird Lake,01/12/1994 12:00:00 AM,Lady Bird Lake @ Mopac Bridge,Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,4,,CALCULATION,U,Lady Bird Lake Study,"(30.2736650521363, -97.7715247558123)",15026,30.2736650521363,-97.7715247558123,191406,true,
Lady Bird Lake,01/12/1994 12:00:00 AM,Lady Bird Lake @ Red Bud Isle (EC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,5,,CALCULATION,U,Lady Bird Lake Study,"(30.2871112881052, -97.7857300357344)",15020,30.2871112881052,-97.7857300357344,191407,true,
Lady Bird Lake,12/15/1993 12:00:00 AM,Lady Bird Lake @ 1st St (CC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,2,,CALCULATION,U,Lady Bird Lake Study,"(30.2630555995556, -97.7475278001577)",17525,30.2630555995556,-97.7475278001577,1930,true,
Lady Bird Lake,12/15/1993 12:00:00 AM,Lady Bird Lake @ Basin (AC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,1,,CALCULATION,U,Lady Bird Lake Study,"(30.2471428466364, -97.7163761748406)",17501,30.2471428466364,-97.7163761748406,1904,true,
Lady Bird Lake,12/15/1993 12:00:00 AM,Lady Bird Lake @ Lamar (DC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,3,,CALCULATION,U,Lady Bird Lake Study,"(30.2657007586796, -97.7566068012509)",17512,30.2657007586796,-97.7566068012509,1915,true,
Lady Bird Lake,12/15/1993 12:00:00 AM,Lady Bird Lake @ Mopac Bridge,Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,4,,CALCULATION,U,Lady Bird Lake Study,"(30.2736650521363, -97.7715247558123)",17514,30.2736650521363,-97.7715247558123,1917,true,
Lady Bird Lake,12/15/1993 12:00:00 AM,Lady Bird Lake @ Red Bud Isle (EC),Lake,Surface Water,Flow/Rainfall,DAYS AFTER STORM,,1,Days,Total,,5,,CALCULATION,U,Lady Bird Lake Study,"(30.2871112881052, -97.7857300357344)",17519,30.2871112881052,-97.7857300357344,1923,true,
